##  Star in a Box 
## https://lco.global/starinabox 
## Data for a 40 solar mass star
## Columns are:
## Time, Radius (R_sun), Luminosity (L_sun), Surface Temperature (K), Mass (M_sun)
5.0966, 2021.622, 457930.95315, 3354, 20.171
5.0992, 2028.617, 458458.46925, 3350, 19.970
5.1018, 2035.167, 458986.59302, 3345, 19.770
5.1043, 2041.738, 459515.32517, 3340, 19.572
5.1068, 2048.330, 459938.74939, 3336, 19.376
5.1093, 2054.471, 460468.57838, 3332, 19.183
5.1118, 2060.630, 460892.88098, 3328, 18.991
5.1142, 2066.807, 461423.80909, 3324, 18.801
5.1166, 2072.526, 461955.34880, 3320, 18.613
5.1189, 2078.261, 462381.02140, 3317, 18.427
5.1213, 2083.531, 462807.08624, 3313, 18.242
5.1236, 2088.334, 463340.21942, 3310, 18.060
5.1259, 2093.148, 463767.16812, 3307, 17.880
5.1281, 2097.974, 464194.51024, 3304, 17.701
5.1304, 2101.842, 464622.24613, 3301, 17.524
5.1326, 2105.717, 465157.47030, 3299, 17.348
5.1348, 2109.599, 465586.09352, 3298, 17.175
5.1369, 2112.516, 466015.11170, 3296, 17.003
5.1391, 2115.437, 466444.52520, 3295, 16.833
5.1412, 2117.386, 466874.33439, 3294, 16.665
5.1433, 2119.337, 467304.53963, 3293, 16.498
5.1453, 2120.313, 467627.45369, 3293, 16.333
5.1474, 2120.801, 468058.35290, 3293, 16.170
5.1494, 2120.313, 468489.64916, 3294, 16.008
5.1514, 2119.337, 468921.34284, 3295, 15.848
5.1534, 2117.386, 469353.43432, 3298, 15.690
5.1554, 2114.463, 469677.76419, 3301, 15.533
5.1573, 2110.085, 470110.55267, 3305, 15.377
5.1593, 2104.263, 470543.73995, 3311, 15.224
5.1612, 2096.525, 470868.89234, 3317, 15.071
5.1631, 2086.892, 471302.77840, 3326, 14.921
5.1650, 2074.436, 471628.45530, 3336, 14.771
5.1669, 2058.259, 472063.04126, 3350, 14.624
5.1688, 2037.511, 472389.24351, 3367, 14.477
5.1707, 2009.093, 472824.53051, 3392, 14.333
5.1726, 1967.886, 473151.25896, 3428, 14.189
5.1745, 1898.891, 473587.24813, 3491, 14.047
5.1765, 1739.402, 473914.50362, 3648, 13.907
5.1785, 1038.245, 473805.39334, 4721, 13.768
5.1800, 164.513, 471194.26942, 11844, 13.704
5.1803, 77.839, 469461.51938, 17199, 13.694
5.1805, 37.610, 466981.84856, 24712, 13.685
5.1808, 18.429, 463340.21942, 35237, 13.678
5.1810, 9.185, 457720.11671, 49762, 13.672
5.1812, 4.702, 447919.53125, 69167, 13.665
5.1814, 2.671, 430526.61049, 90866, 13.658
5.1817, 1.644, 391020.92613, 113084, 13.650
5.1823, 1.229, 314485.04655, 123823, 13.636
5.1827, 1.221, 311099.99204, 123908, 13.629
5.1906, 1.216, 307043.56507, 123766, 13.492
5.1985, 1.211, 303040.02978, 123623, 13.358
5.2065, 1.205, 299088.69651, 123509, 13.224
5.2146, 1.200, 295120.92267, 123367, 13.092
5.2227, 1.194, 291205.78615, 123254, 12.961
5.2310, 1.189, 287342.58867, 123112, 12.831
5.2393, 1.183, 283530.64118, 123027, 12.703
5.2477, 1.177, 279704.85195, 122914, 12.576
5.2562, 1.171, 275930.68558, 122829, 12.450
5.2648, 1.164, 272207.44551, 122744, 12.326
5.2735, 1.158, 268534.44457, 122659, 12.202
5.2823, 1.151, 264850.01386, 122603, 12.080
5.2911, 1.144, 261216.13544, 122574, 11.960
5.3001, 1.136, 257572.80054, 122546, 11.840
5.3091, 1.128, 254038.76923, 122546, 11.722
5.3183, 1.120, 250495.54128, 122574, 11.604
5.3276, 1.111, 246944.86510, 122603, 11.488
5.3369, 1.102, 243500.58000, 122687, 11.373
5.3464, 1.092, 240049.05466, 122800, 11.260
5.3560, 1.082, 236646.45334, 122970, 11.147
5.3656, 1.071, 233292.08256, 123140, 11.036
5.3754, 1.059, 229932.30870, 123396, 10.925
5.3853, 1.046, 226620.92089, 123680, 10.816
5.3954, 1.033, 223357.22228, 124051, 10.708
5.4055, 1.018, 220394.11818, 124509, 10.601
5.4158, 1.003, 218323.25618, 125170, 10.495
5.4260, 0.986, 216321.65654, 125922, 10.390
5.4364, 0.969, 214387.76660, 126765, 10.286
5.4467, 0.950, 212471.16540, 127703, 10.183
5.4489, 0.946, 212080.13931, 127909, 10.162
5.4489, 0.946, 212080.13931, 127909, 10.162
5.4489, 0.946, 212080.13931, 127909, 10.162
5.4499, 0.949, 214783.04741, 128115, 10.152
5.4509, 0.952, 217470.32324, 128322, 10.142
5.4519, 0.955, 220241.92789, 128499, 10.132
5.4529, 0.958, 222997.50295, 128706, 10.121
5.4539, 0.962, 225839.55011, 128884, 10.111
5.4549, 0.965, 228665.16029, 129092, 10.100
5.4559, 0.968, 231579.44032, 129271, 10.090
5.4568, 0.971, 234476.86561, 129449, 10.079
5.4578, 0.975, 237465.21437, 129628, 10.068
5.4587, 0.978, 240491.64887, 129808, 10.058
5.4596, 0.982, 243500.58000, 129957, 10.047
5.4606, 0.986, 246603.93372, 130137, 10.036
5.4615, 0.989, 249689.33920, 130287, 10.024
5.4624, 0.993, 252871.56711, 130437, 10.013
5.4633, 0.997, 256035.39060, 130587, 10.002
5.4641, 1.001, 259298.49734, 130737, 9.990
5.4650, 1.006, 262542.73190, 130888, 9.979
5.4659, 1.010, 265888.77307, 131009, 9.967
5.4667, 1.014, 269277.45870, 131160, 9.955
5.4676, 1.019, 272646.54585, 131280, 9.944
5.4684, 1.023, 276121.35759, 131401, 9.932
5.4693, 1.028, 279576.07276, 131492, 9.919
5.4701, 1.033, 283139.19958, 131583, 9.907
5.4709, 1.038, 286681.71905, 131704, 9.895
5.4717, 1.043, 290335.40555, 131765, 9.883
5.4725, 1.049, 294035.65737, 131856, 9.870
5.4733, 1.054, 297714.50877, 131917, 9.858
5.4741, 1.060, 301508.80540, 131978, 9.845
5.4749, 1.066, 305281.15772, 132008, 9.832
5.4752, 0.000, 0.00000, 2877, 9.579
5.5752, 0.000, 0.00000, 2877, 9.579
6.5752, 0.000, 0.00000, 2877, 9.579
16.5752, 0.000, 0.00000, 2877, 9.579
116.5752, 0.000, 0.00000, 2877, 9.579
616.5752, 0.000, 0.00000, 2877, 9.579
1116.5752, 0.000, 0.00000, 2877, 9.579
1616.5752, 0.000, 0.00000, 2877, 9.579
2116.5752, 0.000, 0.00000, 2877, 9.579
2616.5752, 0.000, 0.00000, 2877, 9.579
3116.5752, 0.000, 0.00000, 2877, 9.579
3616.5752, 0.000, 0.00000, 2877, 9.579
4116.5752, 0.000, 0.00000, 2877, 9.579
4616.5752, 0.000, 0.00000, 2877, 9.579
5116.5752, 0.000, 0.00000, 2877, 9.579
5616.5752, 0.000, 0.00000, 2877, 9.579
6116.5752, 0.000, 0.00000, 2877, 9.579
6616.5752, 0.000, 0.00000, 2877, 9.579
7116.5752, 0.000, 0.00000, 2877, 9.579
7616.5752, 0.000, 0.00000, 2877, 9.579
8116.5752, 0.000, 0.00000, 2877, 9.579
8616.5752, 0.000, 0.00000, 2877, 9.579
9116.5752, 0.000, 0.00000, 2877, 9.579
9616.5752, 0.000, 0.00000, 2877, 9.579
10116.5750, 0.000, 0.00000, 2877, 9.579
10616.5750, 0.000, 0.00000, 2877, 9.579
11116.5750, 0.000, 0.00000, 2877, 9.579
11616.5750, 0.000, 0.00000, 2877, 9.579
12000.0000, 0.000, 0.00000, 2877, 9.579
-1.0000, 0.000, 0.00000, 2877, 9.579
