##  Star in a Box 
## http://lcogt.net/starinabox 
## Data for a 10 solar mass star
## Columns are:
## Time, Radius (R_sun), Luminosity (L_sun), Surface Temperature (K), Mass (M_sun)
27.4382, 606.736, 48361.52643, 3491, 9.358
27.4388, 609.256, 48663.12561, 3489, 9.357
27.4393, 612.068, 48977.88194, 3487, 9.357
27.4399, 614.894, 49283.32492, 3483, 9.356
27.4404, 617.732, 49590.67275, 3481, 9.355
27.441, 620.440, 49899.93731, 3479, 9.354
27.4416, 623.304, 50211.13055, 3476, 9.353
27.4421, 626.181, 50535.89948, 3474, 9.352
27.4427, 629.071, 50851.05879, 3471, 9.351
27.4432, 631.830, 51168.18355, 3469, 9.350
27.4438, 634.746, 51487.28601, 3467, 9.349
27.4443, 637.676, 51808.37851, 3464, 9.348
27.4448, 640.619, 52143.47854, 3462, 9.347
27.4454, 643.428, 52468.66328, 3459, 9.346
27.4459, 646.398, 52795.87598, 3457, 9.345
27.4464, 649.382, 53125.12929, 3455, 9.344
27.447, 652.379, 53468.74616, 3451, 9.343
27.4475, 655.390, 53802.19572, 3449, 9.342
27.448, 658.264, 54137.72479, 3447, 9.341
27.4485, 661.302, 54475.34633, 3444, 9.340
27.449, 664.355, 54815.07340, 3442, 9.339
27.4496, 667.421, 55169.62094, 3440, 9.338
27.4501, 670.502, 55513.67774, 3437, 9.337
27.4506, 673.442, 55859.88021, 3435, 9.336
27.4511, 676.550, 56208.24171, 3432, 9.335
27.4516, 679.673, 56558.77571, 3430, 9.334
27.4521, 682.810, 56924.60163, 3427, 9.333
27.4526, 685.962, 57279.60310, 3425, 9.332
27.4531, 688.970, 57636.81848, 3422, 9.331
27.4536, 692.150, 57996.26158, 3420, 9.330
27.4541, 695.344, 58357.94629, 3417, 9.329
27.4546, 698.554, 58735.40937, 3415, 9.328
27.4551, 701.778, 59101.70366, 3413, 9.326
27.4555, 705.018, 59470.28229, 3410, 9.325
27.456, 708.109, 59841.15951, 3408, 9.324
27.4565, 711.377, 60228.21610, 3406, 9.323
27.457, 714.661, 60603.82005, 3403, 9.322
27.4575, 717.960, 60981.76640, 3400, 9.321
27.4579, 721.274, 61362.06975, 3398, 9.320
27.4584, 724.603, 61744.74481, 3395, 9.319
27.4589, 727.780, 62144.11392, 3393, 9.317
27.4593, 731.139, 62531.66607, 3391, 9.316
27.4598, 734.514, 62921.63513, 3388, 9.315
27.4603, 737.904, 63314.03617, 3386, 9.314
27.4607, 741.310, 63708.88436, 3383, 9.313
27.4612, 744.732, 64120.95766, 3381, 9.311
27.4616, 747.997, 64520.83809, 3378, 9.310
27.4621, 0.000, 64923.21231, 3376, 9.309
27.4621, 0.000, 64923.21231, 3376, 9.309
27.4621, 0.000, 64923.21231, 3376, 9.309
27.4621, 0.000, 64923.21231, 3376, 9.309
27.4621, 0.000, 64923.21231, 3376, 9.309
27.4621, 0.000, 64923.21231, 3376, 9.309
27.4621, 0.000, 64923.21231, 3376, 9.309
27.4621, 0.000, 64923.21231, 3376, 9.309
