##  Star in a Box 
## https://lco.global/starinabox 
## Data for a 6 solar mass star
## Columns are:
## Time, Radius (R_sun), Luminosity (L_sun), Surface Temperature (K), Mass (M_sun)
68.6673, 91.222, 2477.42206, 4283, 5.999
68.6686, 92.024, 2508.99618, 4278, 5.999
68.6699, 92.854, 2540.38769, 4272, 5.999
68.6712, 93.691, 2572.76430, 4266, 5.999
68.6724, 94.515, 2604.95365, 4261, 5.999
68.6737, 95.367, 2638.15313, 4255, 5.999
68.6749, 96.206, 2671.16060, 4249, 5.999
68.6761, 97.073, 2705.20387, 4244, 5.999
68.6773, 97.926, 2739.68101, 4238, 5.999
68.6785, 98.810, 2773.95876, 4233, 5.999
68.6797, 99.701, 2809.31217, 4228, 5.999
68.6809, 100.577, 2844.46111, 4222, 5.999
68.682, 101.485, 2880.71305, 4216, 5.999
68.6832, 102.376, 2916.75533, 4211, 5.999
68.6843, 103.300, 2953.92864, 4205, 5.999
68.6854, 104.232, 2991.57572, 4200, 5.999
68.6865, 105.148, 3029.00507, 4195, 5.999
68.6876, 106.096, 3067.60898, 4189, 5.999
68.6887, 107.053, 3105.98962, 4183, 5.999
68.6898, 108.019, 3145.57468, 4178, 5.999
68.6909, 108.968, 3184.93079, 4173, 5.999
68.6919, 109.951, 3225.52194, 4167, 5.999
68.693, 110.943, 3265.87832, 4161, 5.999
68.694, 111.918, 3307.50112, 4156, 5.999
68.695, 112.928, 3349.65439, 4150, 5.999
68.6961, 113.946, 3391.56387, 4145, 5.999
68.6971, 114.974, 3434.78850, 4139, 5.999
68.6981, 116.011, 3477.76314, 4134, 5.999
68.699, 117.031, 3522.08636, 4129, 5.999
68.7, 118.086, 3566.15323, 4123, 5.999
68.701, 119.152, 3611.60296, 4117, 5.999
68.7019, 120.226, 3656.78983, 4112, 5.999
68.7029, 121.311, 3703.39469, 4107, 5.999
68.7038, 122.377, 3750.59353, 4101, 5.999
68.7048, 123.481, 3797.51939, 4095, 5.999
68.7057, 124.595, 3845.91782, 4091, 5.999
68.7066, 125.719, 3894.03634, 4085, 5.999
68.7075, 126.853, 3943.66485, 4079, 5.999
68.7084, 127.997, 3993.00634, 4074, 5.999
68.7093, 129.152, 4043.89621, 4068, 5.999
68.7101, 130.317, 4095.43465, 4063, 5.999
68.711, 131.462, 4146.67502, 4058, 5.999
68.7119, 132.648, 4199.52335, 4052, 5.999
68.7127, 133.844, 4252.06603, 4047, 5.999
68.7135, 135.052, 4306.25754, 4041, 5.999
68.7144, 136.270, 4360.13564, 4036, 5.999
68.7152, 137.499, 4415.70447, 4031, 5.999
68.716, 138.739, 4470.95192, 4025, 5.999
68.7168, 139.991, 4527.93308, 4020, 5.999
68.7176, 141.254, 4585.64045, 4014, 5.999
68.7184, 142.528, 4643.01407, 4009, 5.999
68.7192, 143.814, 4702.18812, 4003, 5.999
68.72, 145.111, 4761.01994, 3998, 5.999
68.7207, 146.420, 4821.69794, 3993, 5.999
68.7215, 147.741, 4882.02501, 3987, 5.999
68.7222, 149.073, 4944.24519, 3982, 5.998
68.723, 150.418, 5006.10553, 3976, 5.998
68.7237, 151.775, 5069.90708, 3971, 5.998
68.7244, 153.144, 5134.52178, 3966, 5.998
68.7252, 154.525, 5198.76277, 3960, 5.998
68.7259, 155.919, 5265.01969, 3955, 5.998
68.7266, 157.362, 5330.89342, 3949, 5.998
68.7273, 158.782, 5398.83432, 3945, 5.998
68.728, 160.214, 5466.38228, 3939, 5.998
68.7287, 161.659, 5536.04995, 3934, 5.998
68.7292, 162.892, 5594.99883, 3929, 5.998
68.8196, 155.740, 5254.12015, 3955, 5.995
68.91, 149.245, 4949.94074, 3980, 5.992
69.0003, 143.384, 4678.42854, 4004, 5.990
69.0907, 138.038, 4435.06511, 4027, 5.987
69.181, 133.199, 4217.93614, 4049, 5.986
69.2714, 128.795, 4023.46289, 4069, 5.984
69.3618, 124.796, 3847.68934, 4088, 5.982
69.4521, 121.143, 3690.62569, 4106, 5.981
69.5425, 117.842, 3548.95097, 4123, 5.980
69.6329, 114.842, 3422.15755, 4138, 5.978
69.7232, 112.099, 3307.50112, 4152, 5.977
69.8136, 109.623, 3204.79312, 4167, 5.976
69.9039, 107.374, 3112.43292, 4179, 5.975
69.9943, 105.342, 3029.00507, 4191, 5.974
70.0847, 103.514, 2954.60889, 4201, 5.973
70.175, 101.859, 2888.01869, 4211, 5.972
70.2654, 100.346, 2828.13411, 4221, 5.971
70.3557, 99.015, 2774.59756, 4229, 5.970
70.4461, 97.814, 2727.09332, 4236, 5.970
70.5365, 96.761, 2685.34445, 4243, 5.969
70.6268, 95.808, 2647.89037, 4249, 5.968
70.7172, 94.973, 2615.17045, 4254, 5.967
70.8075, 94.254, 2587.02127, 4259, 5.966
70.8979, 93.627, 2562.12315, 4263, 5.966
70.9883, 93.068, 2540.38769, 4267, 5.965
71.0786, 92.598, 2522.31893, 4270, 5.964
71.169, 92.215, 2506.68637, 4273, 5.963
71.2593, 91.876, 2494.02039, 4275, 5.963
71.3497, 91.601, 2483.70493, 4277, 5.962
71.4401, 91.390, 2475.14132, 4278, 5.961
71.5304, 91.222, 2468.31169, 4279, 5.961
71.6208, 91.096, 2463.20184, 4280, 5.960
71.7111, 91.012, 2459.80115, 4281, 5.959
71.8015, 90.949, 2457.53663, 4281, 5.959
71.8919, 90.908, 2455.83961, 4281, 5.958
71.9822, 90.887, 2454.70892, 4281, 5.957
72.0726, 90.887, 2454.70892, 4281, 5.957
72.1629, 90.887, 2454.70892, 4281, 5.956
72.2533, 88.085, 2524.06189, 4378, 5.955
72.3437, 84.470, 2579.88294, 4496, 5.955
72.434, 81.246, 2626.03192, 4605, 5.954
72.5244, 78.379, 2666.85866, 4707, 5.953
72.6148, 75.823, 2704.58105, 4802, 5.953
72.7051, 73.570, 2739.68101, 4891, 5.952
72.7955, 71.548, 2773.32010, 4974, 5.951
72.8858, 69.775, 2806.07969, 5051, 5.951
72.9762, 68.202, 2837.26565, 5124, 5.950
73.0666, 66.819, 2868.13771, 5190, 5.950
73.1569, 65.599, 2898.01080, 5252, 5.949
73.2473, 64.536, 2926.84686, 5309, 5.949
73.3376, 63.621, 2955.28929, 5359, 5.948
73.428, 62.820, 2983.32110, 5406, 5.947
73.5184, 62.130, 3010.92543, 5449, 5.947
73.6087, 61.546, 3038.08556, 5487, 5.946
73.6991, 61.066, 3064.78491, 5521, 5.946
73.7894, 60.660, 3091.71889, 5551, 5.945
73.8798, 60.325, 3117.45361, 5578, 5.944
73.9702, 60.062, 3143.40254, 5601, 5.944
74.0605, 59.855, 3169.56746, 5622, 5.943
74.1509, 59.704, 3194.47872, 5642, 5.943
74.2412, 59.594, 3220.32720, 5657, 5.942
74.3316, 59.525, 3244.89016, 5672, 5.942
74.422, 59.470, 3270.39342, 5685, 5.941
74.5123, 59.457, 3294.57956, 5696, 5.940
74.6027, 59.443, 3319.70888, 5708, 5.940
74.693, 59.443, 3344.25974, 5719, 5.939
74.7834, 59.443, 3368.21651, 5729, 5.939
74.8738, 59.457, 3392.34490, 5739, 5.938
74.9641, 59.470, 3416.64613, 5748, 5.937
75.0545, 59.511, 3440.32919, 5756, 5.937
75.1449, 59.580, 3464.17641, 5762, 5.936
75.2352, 59.690, 3488.18893, 5768, 5.936
75.3256, 59.841, 3512.36790, 5770, 5.935
75.4159, 60.034, 3535.90021, 5770, 5.934
75.5063, 60.298, 3559.59018, 5768, 5.934
75.5966, 60.618, 3582.61385, 5761, 5.933
75.687, 61.010, 3606.61679, 5752, 5.932
75.7774, 61.489, 3629.94463, 5739, 5.932
75.8677, 62.058, 3653.42335, 5721, 5.931
75.9581, 62.734, 3676.20736, 5700, 5.930
76.0485, 63.518, 3699.98531, 5674, 5.929
76.1388, 64.432, 3723.05970, 5642, 5.929
76.2292, 65.479, 3746.27798, 5605, 5.928
76.3195, 66.681, 3769.64107, 5563, 5.927
76.4099, 68.046, 3792.27655, 5516, 5.927
76.5003, 69.615, 3815.04794, 5461, 5.926
76.5906, 71.367, 3837.95608, 5403, 5.925
76.681, 73.350, 3861.00176, 5336, 5.924
76.7713, 75.596, 3884.18583, 5264, 5.923
76.8617, 78.127, 3907.50912, 5187, 5.922
76.9521, 80.965, 3930.06741, 5102, 5.921
77.0424, 84.159, 3952.75594, 5012, 5.920
77.1328, 87.761, 3976.49096, 4915, 5.920
77.2231, 91.791, 3998.52670, 4812, 5.918
77.3135, 96.361, 4021.61044, 4703, 5.917
77.4039, 101.485, 4044.82745, 4590, 5.916
77.4942, 107.275, 4067.24187, 4471, 5.915
77.5846, 113.815, 4090.72232, 4346, 5.913
77.6749, 121.227, 4113.39106, 4217, 5.912
77.7653, 129.628, 4136.18543, 4084, 5.911
77.7771, 131.917, 4241.30984, 4074, 5.910
77.7887, 134.246, 4350.10761, 4063, 5.910
77.8, 136.647, 4461.69625, 4054, 5.910
77.8111, 139.059, 4575.09377, 4044, 5.910
77.8219, 141.514, 4692.45374, 4034, 5.909
77.8326, 144.046, 4812.82422, 4023, 5.909
77.843, 146.622, 4935.14594, 4013, 5.909
77.8533, 149.211, 5061.74194, 4003, 5.909
77.8633, 151.880, 5191.58537, 3994, 5.908
77.8731, 154.561, 5323.53361, 3984, 5.908
77.8828, 157.326, 5460.09250, 3974, 5.908
77.8922, 160.140, 5600.15439, 3964, 5.907
77.9015, 163.005, 5743.80913, 3954, 5.907
77.9105, 165.882, 5889.79257, 3944, 5.907
77.9194, 168.850, 6040.87710, 3934, 5.906
77.9281, 171.870, 6195.83723, 3924, 5.906
77.9366, 174.944, 6353.30932, 3914, 5.906
77.945, 178.074, 6516.28394, 3904, 5.905
77.9532, 181.259, 6683.43918, 3894, 5.905
77.9612, 184.502, 6853.30405, 3884, 5.905
77.9691, 187.802, 7029.10450, 3873, 5.904
77.9768, 191.161, 7209.41457, 3864, 5.904
77.9844, 194.581, 7392.64753, 3854, 5.903
77.9918, 198.061, 7582.28318, 3844, 5.903
77.999, 201.651, 7776.78334, 3834, 5.902
78.0061, 205.258, 7974.43642, 3825, 5.902
78.0131, 208.930, 8178.99608, 3814, 5.902
78.02, 212.667, 8388.80308, 3805, 5.901
78.0266, 216.521, 8602.01113, 3795, 5.901
78.0332, 220.394, 8822.66928, 3785, 5.900
78.0396, 224.337, 9048.98774, 3775, 5.900
78.0459, 228.402, 9278.97490, 3765, 5.899
78.0521, 232.488, 9516.99848, 3756, 5.899
78.0582, 236.701, 9761.12782, 3745, 5.898
78.0641, 240.935, 10009.21458, 3736, 5.897
78.0699, 245.301, 10265.97022, 3726, 5.897
78.0756, 249.747, 10529.31213, 3716, 5.896
78.0812, 254.214, 10796.92290, 3707, 5.896
78.0867, 258.821, 11073.88477, 3697, 5.895
78.092, 263.451, 11357.95124, 3687, 5.894
78.0973, 268.225, 11646.62253, 3678, 5.894
78.1024, 273.086, 11945.38083, 3668, 5.893
78.1075, 278.035, 12251.80286, 3658, 5.893
78.1124, 283.074, 12563.19209, 3648, 5.892
78.1173, 288.138, 12885.46216, 3639, 5.891
78.122, 293.359, 13215.99909, 3629, 5.890
78.1267, 298.676, 13551.89412, 3620, 5.889
78.1312, 304.089, 13899.52631, 3610, 5.889
78.1357, 309.599, 14256.07594, 3601, 5.888
78.1401, 315.210, 14618.40534, 3591, 5.887
78.1444, 320.922, 14993.39560, 3581, 5.886
78.1486, 326.738, 15378.00508, 3572, 5.885
78.1527, 332.660, 15768.84920, 3562, 5.885
78.1567, 338.766, 16173.35056, 3552, 5.884
78.1607, 344.905, 16588.22815, 3543, 5.883
78.1646, 351.156, 17013.74816, 3533, 5.882
78.1684, 357.520, 17446.16598, 3524, 5.881
78.1721, 363.999, 17893.69374, 3515, 5.880
78.1758, 370.681, 18352.70146, 3505, 5.879
78.1793, 377.398, 18819.14983, 3495, 5.878
78.1828, 384.238, 19301.89728, 3486, 5.877
78.1863, 391.291, 19797.02812, 3477, 5.875
78.1897, 398.382, 20300.18520, 3467, 5.874
78.193, 405.695, 20820.92405, 3458, 5.873
78.1962, 413.048, 21355.02086, 3448, 5.872
78.1994, 420.630, 21897.77555, 3439, 5.871
78.2025, 428.253, 22459.49567, 3430, 5.869
78.2055, 436.114, 23035.62500, 3421, 5.868
78.2085, 444.017, 23621.09357, 3411, 5.867
78.21, 448.023, 23922.13848, 3406, 5.866
78.215, 450.298, 24087.95882, 3403, 5.864
78.22, 452.585, 24254.92857, 3401, 5.861
78.225, 454.988, 24423.05570, 3398, 5.859
78.23, 457.299, 24592.34824, 3395, 5.856
78.235, 459.621, 24768.51676, 3392, 5.854
78.24, 462.062, 24940.20391, 3390, 5.851
78.245, 464.515, 25118.86432, 3387, 5.848
78.25, 466.874, 25298.80456, 3384, 5.846
78.255, 469.353, 25485.90148, 3381, 5.843
78.26, 471.846, 25668.47102, 3378, 5.840
78.265, 474.460, 25858.30180, 3375, 5.838
78.27, 476.980, 26043.53905, 3372, 5.835
78.275, 479.623, 26236.14364, 3370, 5.832
78.28, 482.170, 26430.17264, 3367, 5.829
78.285, 484.842, 26631.76807, 3364, 5.826
78.29, 487.528, 26828.72291, 3360, 5.824
78.295, 490.230, 27033.35826, 3357, 5.821
78.3, 493.060, 27239.55447, 3354, 5.817
78.305, 495.793, 27447.32343, 3351, 5.814
78.31, 498.655, 27656.67715, 3348, 5.811
78.315, 501.418, 27874.04520, 3345, 5.808
78.32, 504.313, 28093.12166, 3342, 5.805
78.325, 507.224, 28313.91996, 3339, 5.802
78.33, 510.270, 28536.45362, 3336, 5.799
78.335, 513.216, 28760.73629, 3333, 5.795
78.34, 516.297, 28993.45693, 3330, 5.792
78.345, 519.278, 29228.06066, 3327, 5.788
78.35, 522.396, 29464.56271, 3324, 5.785
78.355, 525.654, 29702.97844, 3320, 5.782
78.36, 528.810, 29943.32334, 3317, 5.778
78.365, 531.986, 30192.56431, 3314, 5.774
78.37, 535.303, 30443.87990, 3310, 5.771
78.375, 538.642, 30697.28738, 3307, 5.767
78.38, 542.001, 30959.93213, 3304, 5.763
78.385, 545.381, 31224.82406, 3300, 5.759
78.39, 548.909, 31491.98240, 3297, 5.755
78.395, 552.332, 31761.42653, 3293, 5.751
78.4, 555.904, 32033.17601, 3290, 5.747
78.405, 559.500, 32314.69044, 3286, 5.743
78.41, 563.248, 32598.67889, 3282, 5.739
78.415, 566.892, 32885.16309, 3279, 5.735
78.42, 570.690, 33181.80448, 3276, 5.730
78.425, 574.513, 33481.12174, 3272, 5.726
78.43, 578.362, 33783.13899, 3268, 5.722
78.435, 582.237, 34087.88060, 3265, 5.717
78.44, 586.273, 34403.29188, 3261, 5.713
78.445, 590.337, 34721.62162, 3258, 5.708
78.45, 594.429, 35042.89683, 3254, 5.703
78.455, 598.549, 35367.14476, 3250, 5.698
78.46, 602.837, 35702.61280, 3246, 5.693
78.465, 607.016, 36041.26286, 3243, 5.688
78.47, 611.364, 36391.50361, 3238, 5.683
78.475, 615.886, 36745.14792, 3234, 5.678
78.48, 620.297, 37102.22886, 3231, 5.673
78.485, 624.885, 37462.77983, 3227, 5.667
78.49, 629.506, 37835.54551, 3223, 5.662
78.495, 634.308, 38212.02032, 3219, 5.656
78.5, 638.999, 38601.12837, 3215, 5.651
78.505, 643.873, 38985.22096, 3211, 5.645
78.51, 648.784, 39391.27154, 3206, 5.639
78.515, 653.883, 39792.38776, 3203, 5.633
78.52, 659.022, 40206.84540, 3198, 5.627
78.525, 664.202, 40625.61982, 3194, 5.621
78.53, 669.422, 41058.20890, 3190, 5.614
78.535, 674.839, 41495.40426, 3186, 5.608
78.54, 680.299, 41946.91249, 3181, 5.601
78.545, 685.804, 42393.57093, 3177, 5.595
78.55, 691.512, 42864.72087, 3172, 5.588
78.555, 697.268, 43331.12852, 3168, 5.581
78.56, 703.234, 43812.69820, 3163, 5.574
78.565, 709.088, 44309.82145, 3159, 5.566
78.57, 714.990, 44812.58533, 3154, 5.559
78.575, 720.775, 45321.05385, 3151, 5.551
78.58, 726.608, 45845.84692, 3147, 5.544
78.585, 732.656, 46387.39668, 3143, 5.536
78.59, 738.754, 46924.53741, 3140, 5.528
78.595, 744.903, 47489.76276, 3135, 5.519
78.6, 751.277, 48050.73111, 3132, 5.511
78.605, 757.705, 48640.72057, 3128, 5.502
78.61, 764.716, 49226.61804, 3123, 5.494
78.615, 771.969, 49842.52094, 3118, 5.484
78.62, 779.292, 50454.51084, 3113, 5.475
78.625, 786.683, 51097.54091, 3108, 5.466
78.63, 794.511, 51748.76623, 3102, 5.452
78.635, 802.971, 52408.29126, 3096, 5.427
78.64, 812.456, 53088.44442, 3087, 5.381
78.6425, 818.842, 53444.12856, 3080, 5.328
78.6437, 823.190, 53604.34578, 3075, 5.274
78.6444, 826.990, 53703.17964, 3069, 5.221
78.6451, 830.615, 53802.19572, 3064, 5.169
78.6458, 834.257, 53913.80705, 3058, 5.118
78.6465, 837.915, 54000.77591, 3054, 5.066
78.6472, 841.589, 54100.34069, 3048, 5.016
78.6479, 845.279, 54200.08904, 3043, 4.966
78.6486, 848.985, 54300.02131, 3037, 4.916
78.6492, 852.707, 54400.13782, 3032, 4.867
78.6499, 856.446, 54487.89119, 3027, 4.818
78.6505, 860.003, 54588.35410, 3022, 4.770
78.6512, 863.774, 54676.41107, 3016, 4.722
78.6518, 867.561, 54764.61010, 3012, 4.675
78.6524, 871.164, 54865.58321, 3006, 4.628
78.6531, 874.782, 54954.08739, 3001, 4.582
78.6537, 878.618, 55042.73433, 2996, 4.536
78.6543, 882.267, 55131.52427, 2991, 4.491
78.6549, 885.931, 55220.45744, 2986, 4.446
78.6555, 889.611, 55309.53407, 2981, 4.402
78.656, 893.305, 55398.75439, 2976, 4.357
78.6566, 897.016, 55475.34350, 2971, 4.314
78.6572, 900.741, 55564.83128, 2966, 4.271
78.6578, 904.482, 55654.46343, 2961, 4.228
78.6583, 908.030, 55731.40605, 2956, 4.186
78.6589, 911.801, 55821.30689, 2951, 4.144
78.6594, 915.588, 55898.48017, 2946, 4.102
78.66, 919.179, 55975.76015, 2942, 4.061
78.6605, 922.996, 56066.05516, 2937, 4.021
78.661, 926.616, 56143.56681, 2932, 3.981
78.6615, 930.251, 56221.18562, 2927, 3.941
78.6621, 934.114, 56298.91174, 2922, 3.901
78.6626, 937.778, 56376.74531, 2917, 3.862
78.6631, 941.456, 56454.68649, 2913, 3.824
78.6636, 945.148, 56532.73543, 2908, 3.785
78.6641, 948.855, 56610.89226, 2903, 3.748
78.6646, 952.577, 56689.15715, 2899, 3.710
78.665, 956.093, 56754.46054, 2894, 3.673
78.6655, 959.843, 56832.92391, 2889, 3.636
78.666, 963.607, 56898.39292, 2885, 3.600
78.6664, 967.164, 56977.05528, 2880, 3.564
78.6669, 970.957, 57055.82639, 2875, 3.528
78.6674, 974.541, 57121.55216, 2871, 3.493
78.6678, 978.363, 57187.35365, 2867, 3.458
78.6683, 981.974, 57266.41550, 2862, 3.424
78.6687, 985.598, 57332.38387, 2858, 3.389
78.6691, 989.464, 57398.42822, 2853, 3.355
78.6696, 993.116, 57464.54866, 2848, 3.322
78.67, 996.782, 57530.74526, 2844, 3.289
78.6704, 1000.461, 57597.01813, 2840, 3.256
78.6708, 1004.153, 57663.36733, 2835, 3.223
78.6712, 1007.627, 57729.79296, 2831, 3.191
78.6716, 1011.347, 57796.29512, 2827, 3.159
78.672, 1015.079, 57862.87388, 2822, 3.127
78.6724, 1018.591, 57929.52934, 2818, 3.096
78.6728, 1022.351, 57996.26158, 2814, 3.065
78.6732, 1025.888, 58049.70272, 2810, 3.035
78.6736, 1029.675, 58116.57340, 2805, 3.004
78.674, 1033.237, 58183.52110, 2802, 2.974
78.6744, 1036.812, 58237.13479, 2797, 2.945
78.6747, 1040.399, 58304.22138, 2793, 2.915
78.6751, 1043.999, 58357.94629, 2789, 2.886
78.6755, 1047.611, 58425.17205, 2785, 2.857
78.6758, 1051.235, 58479.00841, 2781, 2.828
78.6762, 1054.873, 58532.89438, 2777, 2.800
78.6765, 1058.522, 58600.32168, 2773, 2.772
78.6769, 1061.940, 58654.31943, 2769, 2.744
78.6772, 1065.614, 58708.36694, 2764, 2.717
78.6776, 1069.055, 58762.46425, 2761, 2.690
78.6779, 1072.754, 58816.61141, 2757, 2.663
78.6782, 1076.217, 58870.80847, 2753, 2.636
78.6786, 1079.692, 58925.05547, 2749, 2.610
78.6789, 1083.178, 58979.35245, 2745, 2.584
78.6792, 1086.926, 59033.69946, 2742, 2.558
78.6795, 1090.184, 59088.09656, 2738, 2.532
78.6798, 1093.705, 59142.54378, 2734, 2.507
78.6801, 1097.236, 59197.04116, 2730, 2.482
78.6805, 1100.779, 59251.58877, 2726, 2.457
78.6808, 1104.079, 59292.53246, 2723, 2.433
78.6811, 1107.643, 59347.16806, 2719, 2.408
78.6814, 1110.964, 59401.85400, 2716, 2.384
78.6817, 1114.295, 59442.90152, 2712, 2.360
78.6819, 1117.892, 59497.67568, 2708, 2.337
78.6822, 1121.244, 59552.50030, 2705, 2.313
78.6825, 1124.605, 59593.65193, 2701, 2.290
78.6828, 1127.717, 59648.56499, 2698, 2.267
78.6831, 1131.097, 59689.78300, 2695, 2.245
78.6834, 1134.488, 59744.78464, 2691, 2.222
78.6836, 1137.627, 59786.06914, 2688, 2.200
78.6839, 1141.038, 59827.38216, 2685, 2.178
78.6842, 1144.195, 59882.51060, 2681, 2.156
78.6844, 1147.361, 59923.89026, 2678, 2.135
78.6847, 1150.535, 59965.29852, 2675, 2.113
78.685, 1153.719, 60006.73539, 2672, 2.092
78.6852, 1156.911, 60062.02909, 2669, 2.071
78.6855, 1159.845, 60103.53281, 2666, 2.051
78.6857, 1163.054, 60145.06520, 2663, 2.030
78.686, 1166.004, 60186.62629, 2660, 2.010
78.6862, 1170.577, 60228.21610, 2655, 1.990
78.6865, 1179.234, 60269.83465, 2645, 1.970
78.6867, 1187.408, 60311.48196, 2636, 1.950
78.6869, 1195.914, 60353.15805, 2628, 1.931
78.6872, 1203.927, 60394.86294, 2619, 1.911
78.6874, 1211.993, 60436.59664, 2611, 1.892
78.6876, 1220.113, 60478.35919, 2603, 1.873
78.6879, 1227.722, 60520.15059, 2595, 1.855
78.6881, 1235.378, 60548.02757, 2588, 1.836
78.6883, 1242.796, 60589.86711, 2580, 1.818
78.6885, 1250.259, 60631.73557, 2573, 1.799
78.6887, 1254.007, 60673.63296, 2570, 1.781
78.689, 1256.609, 60701.58063, 2567, 1.764
78.6892, 1259.215, 60743.52629, 2565, 1.746
78.6894, 1261.537, 60785.50092, 2563, 1.728
78.6896, 1263.572, 60813.50013, 2562, 1.711
78.6898, 1265.902, 60855.52312, 2560, 1.694
78.69, 1267.944, 60883.55458, 2558, 1.677
78.6902, 1269.697, 60925.62597, 2556, 1.660
78.6904, 1271.452, 60967.72645, 2555, 1.644
78.6906, 1272.917, 60995.80959, 2554, 1.627
78.6908, 1274.383, 61023.90566, 2553, 1.611
78.691, 1275.557, 61066.07405, 2552, 1.595
78.6912, 1276.733, 61094.20249, 2551, 1.579
78.6914, 1277.615, 61136.41945, 2550, 1.563
78.6916, 1278.203, 61164.58030, 2550, 1.548
78.6918, 1278.792, 61192.75411, 2550, 1.532
78.6919, 1279.087, 61235.03917, 2550, 1.517
78.6921, 1279.381, 61263.24544, 2550, 1.502
78.6923, 1279.381, 61291.46471, 2550, 1.487
78.6925, 1279.087, 61333.81798, 2551, 1.472
78.6927, 1278.498, 61362.06975, 2552, 1.457
78.6928, 1277.615, 61390.33454, 2553, 1.442
78.693, 1276.439, 61418.61234, 2554, 1.428
78.6932, 1274.970, 61446.90317, 2556, 1.414
78.6933, 1273.503, 61475.20703, 2559, 1.400
